Date,Open,High,Low,Close,Adj Close,Volume,Short_MA,Long_MA
2022-01-03,338.29998779296875,341.0799865722656,337.19000244140625,338.5400085449219,337.52374267578125,14537900,,
2022-01-04,339.95001220703125,343.0899963378906,331.8699951171875,336.5299987792969,335.5198059082031,15998000,,
2022-01-05,333.0199890136719,335.760009765625,323.8399963378906,324.1700134277344,323.1968994140625,20564500,,
2022-01-06,322.82000732421875,339.1700134277344,322.7200012207031,332.4599914550781,331.4620056152344,27962800,,
2022-01-07,332.739990234375,337.0,328.8800048828125,331.7900085449219,330.7940368652344,14722000,,
2022-01-10,325.30999755859375,328.3399963378906,315.42999267578125,328.07000732421875,327.0851745605469,24942400,,
2022-01-11,326.7799987792969,334.6300048828125,325.2799987792969,334.3699951171875,333.36627197265625,16226800,,
2022-01-12,335.17999267578125,336.3699951171875,330.0299987792969,333.260009765625,332.2596130371094,14104900,,
2022-01-13,334.9800109863281,335.6300048828125,325.760009765625,326.4800109863281,325.4999694824219,14797100,,
2022-01-14,321.7900085449219,332.7300109863281,321.2099914550781,331.8999938964844,330.9036865234375,16868500,,
2022-01-18,323.2900085449219,324.2099914550781,317.6400146484375,318.1499938964844,317.1949462890625,22645600,,
2022-01-19,319.5799865722656,327.1000061035156,319.3299865722656,319.5899963378906,318.6306457519531,20814700,,
2022-01-20,323.8999938964844,327.82000732421875,315.9800109863281,316.55999755859375,315.6097412109375,16925000,,
2022-01-21,314.80999755859375,318.30999755859375,303.0400085449219,303.1700134277344,302.25994873046875,28710700,,
2022-01-24,297.8399963378906,309.5299987792969,289.010009765625,308.7099914550781,307.7832946777344,38878100,,
2022-01-25,299.95001220703125,306.2300109863281,297.5799865722656,300.1499938964844,299.2489929199219,25108500,,
2022-01-26,307.010009765625,307.510009765625,290.8500061035156,294.6300048828125,293.74554443359375,28348800,,
2022-01-27,297.75,301.7099914550781,294.260009765625,294.6400146484375,293.75555419921875,21629900,,
2022-01-28,295.6199951171875,301.8999938964844,293.0299987792969,301.7099914550781,300.8042907714844,21871600,,
2022-01-31,300.67999267578125,313.7900085449219,299.32000732421875,313.260009765625,312.31964111328125,21579500,,
2022-02-01,314.55999755859375,319.6600036621094,312.1199951171875,319.0,318.04241943359375,18023800,,
2022-02-02,327.82000732421875,328.0,316.8699951171875,323.0,322.0303955078125,58458300,,
2022-02-03,244.64999389648438,248.0,235.75,237.75999450683594,237.04627990722656,188119900,,
2022-02-04,234.97000122070312,242.61000061035156,230.11000061035156,237.08999633789062,236.37831115722656,89342200,,
2022-02-07,237.6999969482422,238.3000030517578,224.00999450683594,224.91000366210938,224.23486328125,88613800,,
2022-02-08,220.85000610351562,225.77000427246094,216.14999389648438,220.17999267578125,219.51905822753906,94729700,,
2022-02-09,224.1999969482422,233.3699951171875,222.2100067138672,232.0,231.30357360839844,86563300,,
2022-02-10,228.27000427246094,235.0,226.6999969482422,228.07000732421875,227.3853759765625,49310400,,
2022-02-11,228.4600067138672,230.4199981689453,218.77000427246094,219.5500030517578,218.89096069335938,46156900,,
2022-02-14,219.30999755859375,221.0,214.77999877929688,217.6999969482422,217.04649353027344,38184000,,
2022-02-15,220.47000122070312,221.14999389648438,215.05999755859375,221.0,220.33657836914062,42685500,,
2022-02-16,212.41000366210938,217.4600067138672,212.36000061035156,216.5399932861328,215.8899688720703,45817500,,
2022-02-17,214.02000427246094,217.5,207.16000366210938,207.7100067138672,207.08648681640625,38747500,,
2022-02-18,209.38999938964844,210.75,205.17999267578125,206.16000366210938,205.5411376953125,37128400,,
2022-02-22,202.33999633789062,207.47999572753906,200.05999755859375,202.0800018310547,201.473388671875,39852400,,
2022-02-23,204.16000366210938,206.94000244140625,198.0500030517578,198.4499969482422,197.85427856445312,44481400,,
2022-02-24,191.05999755859375,208.35000610351562,190.22000122070312,207.60000610351562,206.97682189941406,49957200,,
2022-02-25,204.94000244140625,211.32000732421875,203.17999267578125,210.47999572753906,209.84815979003906,37627600,,
2022-02-28,207.67999267578125,213.14999389648438,206.8300018310547,211.02999877929688,210.3965301513672,34239800,,
2022-03-01,209.8699951171875,211.75,202.22000122070312,203.49000549316406,202.879150390625,27094900,273.2985012054443,
2022-03-02,204.77999877929688,209.14999389648438,202.02000427246094,208.11000061035156,207.4852752685547,29452100,270.0377510070801,
2022-03-03,209.02000427246094,209.0800018310547,201.4199981689453,202.97000122070312,202.3607177734375,27263500,266.69875106811526,
2022-03-04,202.3699951171875,205.88999938964844,198.7899932861328,200.05999755859375,199.45945739746094,32130900,263.5960006713867,
2022-03-07,200.7899932861328,200.88999938964844,187.27999877929688,187.47000122070312,186.90724182128906,38560600,259.9712509155273,
2022-03-08,187.85000610351562,196.6999969482422,186.11000061035156,190.2899932861328,189.71878051757812,37508100,256.4337505340576,
2022-03-09,195.74000549316406,199.10000610351562,193.9199981689453,198.5,197.9041290283203,31894700,253.19450035095215,
2022-03-10,194.83999633789062,196.27999877929688,191.07000732421875,195.2100067138672,194.6240234375,24853000,249.71550064086915,
2022-03-11,192.63999938964844,193.55999755859375,186.6699981689453,187.61000061035156,187.0468292236328,34694500,246.0742504119873,
2022-03-14,187.02999877929688,192.2899932861328,185.82000732421875,186.6300048828125,186.0697784423828,31010500,242.5780002593994,
2022-03-15,190.8000030517578,192.27999877929688,185.91000366210938,192.02999877929688,191.45355224609375,31721700,239.08125038146972,
2022-03-16,194.6999969482422,203.72999572753906,194.52000427246094,203.6300048828125,203.01873779296875,40640300,236.21825065612794,
2022-03-17,201.6999969482422,208.0399932861328,201.11000061035156,207.83999633789062,207.21609497070312,29499700,233.42450065612792,
2022-03-18,206.6999969482422,216.8000030517578,206.0,216.49000549316406,215.8401336669922,52128000,230.9227508544922,
2022-03-21,214.5,214.7100067138672,207.6300048828125,211.49000549316406,210.8551483154297,30142300,228.63075065612793,
2022-03-22,211.3699951171875,219.4600067138672,210.17999267578125,216.64999389648438,215.99964904785156,31998800,226.3292507171631,
2022-03-23,213.3300018310547,216.8000030517578,212.16000366210938,213.4600067138672,212.81922912597656,23717300,224.16200103759766,
2022-03-24,215.0,220.6699981689453,214.7899932861328,219.57000732421875,218.910888671875,31502300,222.2855010986328,
2022-03-25,220.50999450683594,225.5,218.88999938964844,221.82000732421875,221.1541290283203,40039000,220.46500091552736,
2022-03-28,222.1300048828125,224.0399932861328,219.5399932861328,223.58999633789062,222.91880798339844,26224100,218.51200103759766,
2022-03-29,226.07000732421875,230.88999938964844,225.2899932861328,229.86000061035156,229.1699981689453,31417900,216.42700080871583,
2022-03-30,228.91000366210938,231.14999389648438,226.7100067138672,227.85000610351562,227.16603088378906,25588000,214.14825096130372,
2022-03-31,228.4499969482422,228.49000549316406,222.25999450683594,222.36000061035156,221.69252014160156,24192300,211.6322509765625,
2022-04-01,224.5500030517578,227.27999877929688,222.6999969482422,224.85000610351562,224.17503356933594,19544800,211.3095012664795,
2022-04-04,225.97999572753906,234.35000610351562,225.86000061035156,233.88999938964844,233.18789672851562,28054800,211.22950134277343,
2022-04-05,234.0800018310547,236.86000061035156,231.02000427246094,231.83999633789062,231.14404296875,29727200,211.40275115966796,
2022-04-06,226.91000366210938,228.99000549316406,221.41000366210938,223.3000030517578,222.6296844482422,28995100,211.4807514190674,
2022-04-07,223.92999267578125,225.52000427246094,218.55999755859375,222.9499969482422,222.28074645996094,21037200,211.25450134277344,
2022-04-08,222.3800048828125,225.1300048828125,220.02999877929688,222.3300018310547,221.66261291503906,18375700,211.11100120544432,
2022-04-11,218.4199981689453,220.61000061035156,215.22000122070312,216.4600067138672,215.81021118164062,20516600,211.03375129699708,
2022-04-12,220.24000549316406,222.02999877929688,213.1300048828125,214.13999938964844,213.4971923828125,20128800,210.94475135803222,
2022-04-13,211.82000732421875,216.61000061035156,211.3300018310547,214.99000549316406,214.3446502685547,19231800,210.79450149536132,
2022-04-14,214.88999938964844,214.99000549316406,210.0,210.17999267578125,209.549072265625,18379500,210.63550148010253,
2022-04-18,210.0,213.3800048828125,208.3000030517578,210.77000427246094,210.13731384277344,16580800,210.71200141906738,
2022-04-19,210.52000427246094,218.42999267578125,209.0,217.30999755859375,216.65765380859375,20089900,210.9907512664795,
2022-04-20,213.61000061035156,214.16000366210938,198.9199981689453,200.4199981689453,199.81837463378906,43036500,210.94925117492676,
2022-04-21,201.60000610351562,202.97000122070312,185.5800018310547,188.07000732421875,187.5054473876953,49954100,210.68975143432618,
2022-04-22,190.3699951171875,192.72000122070312,183.27000427246094,184.11000061035156,183.55734252929688,36426800,210.10250129699708,
2022-04-25,182.72999572753906,187.17999267578125,181.66000366210938,186.99000549316406,186.42868041992188,29281100,209.5152515411377,
2022-04-26,186.6300048828125,187.19000244140625,179.5,180.9499969482422,180.4068145751953,31747400,208.76325149536132,
2022-04-27,174.42999267578125,181.2100067138672,169.0,174.9499969482422,174.42483520507812,71062900,208.04975128173828,
2022-04-28,202.9199981689453,208.52999877929688,192.89999389648438,205.72999572753906,205.1124267578125,100890600,207.99025115966796,
2022-04-29,204.4600067138672,212.47999572753906,199.89999389648438,200.47000122070312,199.8682098388672,49193400,207.92775115966796,
2022-05-02,201.1699981689453,211.8800048828125,200.99000549316406,211.1300048828125,210.49623107910156,49915300,208.20450134277343,
2022-05-03,210.4499969482422,214.89999389648438,208.08999633789062,212.02999877929688,211.39352416992188,41556300,208.8185012817383,
2022-05-04,210.64999389648438,224.3000030517578,206.9600067138672,223.41000366210938,222.73936462402344,41375900,209.6465015411377,
2022-05-05,218.74000549316406,220.1699981689453,206.16000366210938,208.27999877929688,207.65476989746094,41129200,209.89100151062013,
2022-05-06,207.33999633789062,209.3800048828125,201.02000427246094,203.77000427246094,203.15830993652344,34747200,210.10500144958496,
2022-05-09,199.83999633789062,202.57000732421875,195.5800018310547,196.2100067138672,195.6210174560547,36303200,210.32000160217285,
2022-05-10,199.50999450683594,202.9600067138672,194.19000244140625,197.64999389648438,197.0566864013672,34452500,210.59550132751465,
2022-05-11,196.3300018310547,200.6699981689453,188.27000427246094,188.74000549316406,188.17343139648438,31153400,210.51325149536132,
2022-05-12,187.05999755859375,198.0500030517578,184.77999877929688,191.24000549316406,190.66592407226562,38262200,210.20350151062013,
2022-05-13,192.5800018310547,199.88999938964844,191.27999877929688,198.6199951171875,198.02377319335938,24549800,209.97300148010254,
2022-05-16,197.0500030517578,205.3699951171875,195.92999267578125,200.0399932861328,199.4394989013672,27112600,209.56175117492677,
2022-05-17,202.1199951171875,205.4600067138672,198.36000061035156,202.6199951171875,202.0117645263672,24872700,209.34000091552736,
2022-05-18,200.0,201.0,191.6300048828125,192.24000549316406,191.66293334960938,23960000,208.72975120544433,
2022-05-19,191.1999969482422,195.2899932861328,189.60000610351562,191.2899932861328,190.7157745361328,24446900,208.17550086975098,
2022-05-20,194.97000122070312,197.91000366210938,187.8699951171875,193.5399932861328,192.95901489257812,31465600,207.52475051879884,
2022-05-23,195.19000244140625,196.99000549316406,191.24000549316406,196.22999572753906,195.6409454345703,25059200,206.88500022888184,
2022-05-24,180.5500030517578,183.67999267578125,176.11000061035156,181.27999877929688,180.73582458496094,50406300,205.827250289917,
2022-05-25,180.39999389648438,185.4499969482422,179.32000732421875,183.8300018310547,183.27816772460938,28030200,204.67650032043457,232.3228009033203
2022-05-26,182.8800048828125,192.8300018310547,182.25999450683594,191.6300048828125,191.0547637939453,23056500,203.771000289917,230.85370086669923
2022-05-27,191.36000061035156,195.3300018310547,189.8000030517578,195.1300048828125,194.54425048828125,22562700,203.09025039672852,229.43970092773438
2022-05-31,194.88999938964844,197.60000610351562,192.00999450683594,193.63999938964844,193.05873107910156,26131100,202.31000022888185,228.1344007873535
2022-06-01,196.50999450683594,199.52999877929688,185.0,188.63999938964844,188.07374572753906,36623500,201.17875022888182,226.69620086669923
2022-06-02,188.4499969482422,200.94000244140625,187.72999572753906,198.86000061035156,198.26304626464844,31951600,200.35425033569337,225.36690078735353
2022-06-03,195.97999572753906,196.61000061035156,189.77999877929688,190.77999877929688,190.20730590820312,19465000,199.54125022888184,223.9940007019043
2022-06-06,193.99000549316406,196.9199981689453,188.39999389648438,194.25,193.66688537597656,30574200,198.8237503051758,222.5928007507324
2022-06-07,191.92999267578125,196.52999877929688,191.49000549316406,195.64999389648438,195.06268310546875,18828700,198.15675010681153,221.216700592041
2022-06-08,194.6699981689453,202.02999877929688,194.41000366210938,196.63999938964844,196.04971313476562,22267200,197.66124992370607,219.91830047607422
2022-06-09,194.27999877929688,199.4499969482422,183.67999267578125,184.0,183.44766235351562,23501600,196.90774993896486,218.43930053710938
2022-06-10,183.0399932861328,183.10000610351562,175.02000427246094,175.57000732421875,175.04296875,27450800,195.9222499847412,217.0135006713867
2022-06-13,170.58999633789062,172.5800018310547,164.02999877929688,164.25999450683594,163.76690673828125,31749300,194.77425003051758,215.46020065307619
2022-06-14,166.02999877929688,166.75,161.36000061035156,163.72999572753906,163.23849487304688,27244300,193.59824981689454,213.9319006347656
2022-06-15,167.1999969482422,172.16000366210938,163.97999572753906,169.35000610351562,168.84164428710938,30008300,192.39925003051758,212.59370056152343
2022-06-16,163.72000122070312,165.0800018310547,159.61000061035156,160.8699951171875,160.38710021972656,26944100,191.41049995422364,211.11530059814453
2022-06-17,161.67999267578125,165.89999389648438,159.89999389648438,163.74000549316406,163.2484893798828,31374200,190.80224990844727,209.75120071411132
2022-06-21,165.92999267578125,167.75999450683594,155.97000122070312,157.0500030517578,156.5785675048828,50724900,190.12574996948243,208.37540069580078
2022-06-22,158.3800048828125,160.7899932861328,155.44000244140625,155.85000610351562,155.38217163085938,47267800,189.3472499847412,206.98750061035156
2022-06-23,156.27000427246094,159.75,154.25,158.75,158.27346801757812,40499200,188.79225006103516,205.55790069580078
2022-06-24,161.72999572753906,170.25,161.3000030517578,170.16000366210938,169.6492156982422,68736000,188.67250022888183,204.12690063476563
2022-06-27,171.32000732421875,171.75,168.00999450683594,169.49000549316406,168.98121643066406,29174600,187.76650047302246,202.63180068969726
2022-06-28,169.89999389648438,171.3000030517578,160.61000061035156,160.67999267578125,160.19764709472656,27744500,186.77175025939943,201.00860061645508
